source,target,teams_using_both,teams_using_pair_with_op_context
Kai'Sa,Ziggs,15,0
Dr. Mundo,Gwen,15,0
Aatrox,Ziggs,15,0
Senna,Zeri,14,12
Sejuani,Senna,14,10
Pyke,Senna,14,9
Blitzcrank,Nocturne,14,5
Ambessa,Lissandra,14,0
Aphelios,Kai'Sa,14,0
Aphelios,Ornn,14,0
Aurora,Lissandra,14,0
Galio,Hwei,14,0
Galio,Rek'Sai,14,0
Gragas,Zaahen,14,0
Hwei,Malphite,14,0
Jarvan IV,Viego,14,0
Kai'Sa,Rek'Sai,14,0
Sejuani,Tristana,14,0
Ashe,Volibear,14,0
Camille,Galio,14,0
Jax,Syndra,14,0
Lux,Zaahen,14,0
Ahri,Cho'Gath,14,0
Milio,Shyvana,14,0
Gragas,Taliyah,14,0
Kalista,Nami,14,0
Kalista,Sylas,14,0
Lissandra,Naafiri,14,0
Malphite,Mel,14,0
Malphite,Taliyah,14,0
Pyke,Yone,14,0
Rakan,Renata Glasc,14,0
Renata Glasc,Wukong,14,0
Smolder,Yone,14,0
Ashe,Yasuo,14,0
Karma,Zyra,14,0
Pantheon,Thresh,14,0
Rakan,Yasuo,14,0
Rumble,Shyvana,14,0
Seraphine,Shyvana,14,0
Wukong,Zyra,14,0
Jhin,Lissandra,14,0
K'Sante,Lissandra,14,0
Lissandra,Trundle,14,0
Rek'Sai,Yorick,14,0
Aurora,Irelia,14,0
Gwen,Yuumi,14,0
Jinx,LeBlanc,14,0
Kog'Maw,Vayne,14,0
Kog'Maw,Zaahen,14,0
Miss Fortune,Syndra,14,0
Ahri,Yasuo,14,0
Azir,Pyke,14,0
Kalista,Skarner,14,0
Lulu,Yasuo,14,0
Maokai,Pyke,14,0
Pyke,Syndra,14,0
Olaf,Pyke,14,0
Ornn,Renata Glasc,14,0
Renata Glasc,Sivir,14,0
Ambessa,Kennen,14,0
Aphelios,Taliyah,14,0
Irelia,Kai'Sa,14,0
Irelia,Yunara,14,0
Kennen,Rumble,14,0
Kennen,Trundle,14,0
Kog'Maw,Varus,14,0
Maokai,Sejuani,14,0
Miss Fortune,Sejuani,14,0
Aurora,Qiyana,14,0
Lucian,Qiyana,14,0
Milio,Qiyana,14,0
Nautilus,Qiyana,14,0
Pantheon,Qiyana,14,0
Elise,Ezreal,14,0
Elise,Seraphine,14,0
Elise,Viktor,14,0
LeBlanc,Sejuani,14,0
Rumble,Zoe,14,0
Nautilus,Zyra,14,0
Aatrox,Yuumi,14,0
Aurora,Yasuo,14,0
LeBlanc,Tristana,14,0
Naafiri,Yasuo,14,0
Renekton,Yasuo,14,0
Shen,Tristana,14,0
Aatrox,Shen,14,0
Ornn,Qiyana,14,0
Qiyana,Renekton,14,0
Qiyana,Vi,14,0
Qiyana,Viktor,14,0
Caitlyn,Nasus,14,0
Ezreal,Nasus,14,0
Gragas,Yorick,14,0
Leona,Sejuani,14,0
Nasus,Skarner,14,0
Camille,Pyke,14,0
Jinx,Yorick,14,0
K'Sante,Kha'Zix,14,0
Kha'Zix,Orianna,14,0
Kha'Zix,Pantheon,14,0
Kha'Zix,Rumble,14,0
Kha'Zix,Yunara,14,0
Aatrox,Sejuani,14,0
Dr. Mundo,Smolder,14,0
Ahri,Blitzcrank,14,0
Ashe,Blitzcrank,14,0
Bard,Blitzcrank,14,0
Blitzcrank,Caitlyn,14,0
Blitzcrank,Renekton,14,0
Blitzcrank,Ryze,14,0
Blitzcrank,Sion,14,0
Blitzcrank,Varus,14,0
Blitzcrank,Vayne,14,0
Azir,Malphite,14,0
Leona,Ziggs,14,0
Ashe,Zoe,14,0
Gnar,Zoe,14,0
Milio,Zoe,14,0
Orianna,Zoe,14,0
Aphelios,Azir,14,0
Aphelios,Sylas,14,0
Viktor,Yasuo,14,0
Braum,Camille,14,0
Poppy,Sylas,14,0
Rell,Renata Glasc,14,0
Nami,Zoe,14,0
Seraphine,Zoe,14,0
Aphelios,Mel,14,0
Alistar,Aphelios,14,0
Aatrox,Rek'Sai,14,0
Annie,Dr. Mundo,14,0
Rell,Zoe,14,0
Kalista,Sivir,14,0
Kha'Zix,Nocturne,13,8
Nocturne,Qiyana,13,5
Nocturne,Shyvana,13,3
Akali,Lissandra,13,0
Aphelios,Galio,13,0
Braum,Sejuani,13,0
Braum,Tristana,13,0
Galio,Gragas,13,0
Gragas,Smolder,13,0
Lissandra,Yunara,13,0
Rek'Sai,Tristana,13,0
Sejuani,Smolder,13,0
Viego,Wukong,13,0
Viego,Xin Zhao,13,0
Aatrox,Camille,13,0
Camille,Malphite,13,0
Cho'Gath,Orianna,13,0
Cho'Gath,Xin Zhao,13,0
Ezreal,Volibear,13,0
Seraphine,Volibear,13,0
Volibear,Xin Zhao,13,0
Ashe,Shyvana,13,0
Caitlyn,Shyvana,13,0
Cassiopeia,Shyvana,13,0
Cho'Gath,Viktor,13,0
K'Sante,Shyvana,13,0
Karma,Shyvana,13,0
Orianna,Shyvana,13,0
Shyvana,Skarner,13,0
Ahri,Lissandra,13,0
Alistar,Lissandra,13,0
Alistar,Renata Glasc,13,0
Ezreal,Viego,13,0
Gragas,Mel,13,0
Gragas,Vayne,13,0
Jax,Pyke,13,0
Jax,Smolder,13,0
Kalista,Mel,13,0
LeBlanc,Malphite,13,0
Lee Sin,Renata Glasc,13,0
Lissandra,Orianna,13,0
Mordekaiser,Nautilus,13,0
Mordekaiser,Wukong,13,0
Rakan,Thresh,13,0
Renata Glasc,Vayne,13,0
Ryze,Viego,13,0
Thresh,Viktor,13,0
Ashe,Brand,13,0
Brand,Xin Zhao,13,0
Caitlyn,Thresh,13,0
Gnar,Shyvana,13,0
K'Sante,Thresh,13,0
Neeko,Yasuo,13,0
Varus,Zyra,13,0
Xin Zhao,Zyra,13,0
Bard,Nidalee,13,0
Jarvan IV,Nidalee,13,0
Karma,Nidalee,13,0
Mel,Rek'Sai,13,0
Irelia,Yone,13,0
Azir,Yuumi,13,0
Galio,Yuumi,13,0
Lux,Miss Fortune,13,0
Olaf,Zeri,13,0
Sylas,Yuumi,13,0
Taliyah,Yuumi,13,0
Yorick,Yuumi,13,0
Annie,Kog'Maw,13,0
Aurora,Kog'Maw,13,0
Corki,Yuumi,13,0
Kog'Maw,Miss Fortune,13,0
Kog'Maw,Orianna,13,0
Kog'Maw,Rell,13,0
Yuumi,Zaahen,13,0
Hwei,Pyke,13,0
Jhin,Yasuo,13,0
Aatrox,Poppy,13,0
Neeko,Renata Glasc,13,0
Poppy,Pyke,13,0
Cassiopeia,Kennen,13,0
Cassiopeia,Thresh,13,0
Irelia,Rell,13,0
Irelia,Renekton,13,0
Irelia,Taliyah,13,0
Kennen,Lee Sin,13,0
Thresh,Yunara,13,0
Azir,Sejuani,13,0
Ashe,Qiyana,13,0
Caitlyn,Qiyana,13,0
Cassiopeia,Qiyana,13,0
K'Sante,Qiyana,13,0
Nami,Qiyana,13,0
Caitlyn,Elise,13,0
Elise,Gnar,13,0
Elise,Naafiri,13,0
Elise,Sion,13,0
Elise,Sivir,13,0
Elise,Wukong,13,0
Elise,Xin Zhao,13,0
Jhin,Kog'Maw,13,0
Kog'Maw,Rakan,13,0
Poppy,Ziggs,13,0
Azir,Jinx,13,0
Irelia,Ornn,13,0
Sejuani,Zeri,13,0
Viktor,Zyra,13,0
Cassiopeia,Yasuo,13,0
Gwen,Smolder,13,0
Olaf,Syndra,13,0
Olaf,Tristana,13,0
Gwen,Ziggs,13,0
Ornn,Ziggs,13,0
Anivia,Qiyana,13,0
Kennen,Leona,13,0
Jarvan IV,Nasus,13,0
K'Sante,Nasus,13,0
Karma,Nasus,13,0
Nami,Shyvana,13,0
Nasus,Orianna,13,0
Nasus,Seraphine,13,0
Nasus,Xin Zhao,13,0
Rek'Sai,Xayah,13,0
Tristana,Zeri,13,0
Ahri,Kha'Zix,13,0
Jhin,Kha'Zix,13,0
Kha'Zix,Lulu,13,0
Kha'Zix,Sion,13,0
Syndra,Zeri,13,0
Ahri,Nasus,13,0
Blitzcrank,K'Sante,13,0
Blitzcrank,Lee Sin,13,0
Blitzcrank,Orianna,13,0
Blitzcrank,Sivir,13,0
Kalista,Twisted Fate,13,0
Kha'Zix,Milio,13,0
Neeko,Zoe,13,0
Azir,Camille,13,0
Azir,Poppy,13,0
Blitzcrank,Zaahen,13,0
Braum,Shen,13,0
Jax,Zeri,13,0
Miss Fortune,Tristana,13,0
Rek'Sai,Sylas,13,0
Skarner,Zoe,13,0
Viktor,Zoe,13,0
Irelia,Vayne,13,0
Ezreal,Fiora,13,0
Renata Glasc,Skarner,13,0
Cassiopeia,Zoe,13,0
Gragas,Senna,12,9
Kalista,Senna,12,8
Lux,Senna,12,7
Aphelios,Syndra,12,0
Aurora,Viego,12,0
Bard,Tahm Kench,12,0
Braum,Gragas,12,0
Corki,Lissandra,12,0
Gragas,Syndra,12,0
Hwei,Sejuani,12,0
Smolder,Tristana,12,0
Tahm Kench,Viktor,12,0
Viego,Viktor,12,0
Cho'Gath,Karma,12,0
Cho'Gath,Renekton,12,0
Jax,Lux,12,0
Karma,Volibear,12,0
Volibear,Yunara,12,0
Aurora,Shyvana,12,0
Jhin,Shyvana,12,0
Lucian,Shyvana,12,0
Lulu,Shyvana,12,0
Shyvana,Sivir,12,0
Shyvana,Vi,12,0
Jarvan IV,Soraka,12,0
Karma,Soraka,12,0
Ahri,Viego,12,0
Cho'Gath,Varus,12,0
Corki,Renata Glasc,12,0
Galio,Kalista,12,0
Galio,Renata Glasc,12,0
Kai'Sa,Kalista,12,0
Kalista,LeBlanc,12,0
Kalista,Leona,12,0
Lissandra,Varus,12,0
Lucian,Viego,12,0
Naafiri,Thresh,12,0
Nami,Thresh,12,0
Renata Glasc,Taliyah,12,0
Seraphine,Viego,12,0
Ashe,Zyra,12,0
Bard,Thresh,12,0
Brand,Ezreal,12,0
Gnar,Zyra,12,0
Jarvan IV,Zyra,12,0
Karma,Thresh,12,0
Rumble,Thresh,12,0
Rumble,Yasuo,12,0
Rumble,Zyra,12,0
Vi,Zyra,12,0
Annie,Lissandra,12,0
Ashe,Nidalee,12,0
Caitlyn,Nidalee,12,0
Ezreal,Nidalee,12,0
Lissandra,Twisted Fate,12,0
Lux,Mel,12,0
Lux,Shen,12,0
Nautilus,Nidalee,12,0
Nidalee,Pantheon,12,0
Nidalee,Ryze,12,0
Nidalee,Seraphine,12,0
Nidalee,Sion,12,0
Nidalee,Xin Zhao,12,0
Corki,Irelia,12,0
Brand,Nautilus,12,0
Braum,Maokai,12,0
Maokai,Smolder,12,0
Anivia,Yuumi,12,0
Gwen,Lux,12,0
Gwen,Zeri,12,0
Mel,Yuumi,12,0
Shen,Zeri,12,0
Twisted Fate,Yuumi,12,0
Kog'Maw,Taliyah,12,0
Maokai,Syndra,12,0
Fiora,Xin Zhao,12,0
Vladimir,Xin Zhao,12,0
Annie,Irelia,12,0
Annie,Kennen,12,0
Irelia,Sivir,12,0
Irelia,Zaahen,12,0
Jayce,Thresh,12,0
Kai'Sa,Kennen,12,0
Kennen,Taliyah,12,0
Kog'Maw,Trundle,12,0
Lux,Xayah,12,0
Aatrox,Qiyana,12,0
Annie,Qiyana,12,0
Corki,Qiyana,12,0
Gnar,Qiyana,12,0
Hwei,Olaf,12,0
Lee Sin,Qiyana,12,0
Bard,Elise,12,0
Camille,Maokai,12,0
Camille,Poppy,12,0
Elise,Jarvan IV,12,0
Elise,Karma,12,0
Elise,Rumble,12,0
Jax,Poppy,12,0
Jhin,Tahm Kench,12,0
Jhin,Zoe,12,0
Cassiopeia,Zyra,12,0
Sion,Zyra,12,0
Jax,Tristana,12,0
Smolder,Yuumi,12,0
Syndra,Yone,12,0
Hwei,Shen,12,0
Hwei,Ziggs,12,0
Kennen,Mel,12,0
Kennen,Ornn,12,0
Kennen,Poppy,12,0
Poppy,Syndra,12,0
Rell,Viego,12,0
Ashe,Nasus,12,0
Bard,Nasus,12,0
Cassiopeia,Nasus,12,0
Leona,Rek'Sai,12,0
Nasus,Pantheon,12,0
Nasus,Sivir,12,0
Shyvana,Yunara,12,0
Akali,Kha'Zix,12,0
Ambessa,Kha'Zix,12,0
Irelia,Naafiri,12,0
Jarvan IV,Kha'Zix,12,0
Jayce,Kha'Zix,12,0
Jinx,Yone,12,0
Karma,Kha'Zix,12,0
Kha'Zix,Lee Sin,12,0
Kha'Zix,Nautilus,12,0
Kha'Zix,Seraphine,12,0
Kha'Zix,Vi,12,0
Kha'Zix,Viktor,12,0
Renekton,Shyvana,12,0
Anivia,Blitzcrank,12,0
Blitzcrank,Cassiopeia,12,0
Blitzcrank,Corki,12,0
Blitzcrank,Jayce,12,0
Blitzcrank,Lucian,12,0
Blitzcrank,Nami,12,0
Blitzcrank,Milio,12,0
Draven,Gnar,12,0
Draven,Nautilus,12,0
Aatrox,Kalista,12,0
Ambessa,Yasuo,12,0
Kha'Zix,Wukong,12,0
Braum,Olaf,12,0
Jax,Jinx,12,0
Jinx,Poppy,12,0
Jinx,Twisted Fate,12,0
Renata Glasc,Trundle,12,0
Renata Glasc,Twisted Fate,12,0
Lux,Rell,12,0
Mel,Zoe,12,0
Vladimir,Wukong,12,0
Jhin,Kennen,12,0
Braum,Dr. Mundo,12,0
Dr. Mundo,Tristana,12,0
Fiora,Wukong,12,0
Aatrox,Zoe,12,0
Sivir,Zoe,12,0
Senna,Tristana,11,8
Jinx,Senna,11,7
Bard,Viego,11,0
Caitlyn,Viego,11,0
Corki,Viego,11,0
Gnar,Viego,11,0
Gragas,Malphite,11,0
Gragas,Sejuani,11,0
Hwei,Rek'Sai,11,0
Jarvan IV,Tahm Kench,11,0
Karma,Tahm Kench,11,0
Karma,Viego,11,0
Malphite,Sejuani,11,0
Neeko,Viego,11,0
Ornn,Rek'Sai,11,0
Sion,Tahm Kench,11,0
Tahm Kench,Xin Zhao,11,0
Ashe,Cho'Gath,11,0
Caitlyn,Cho'Gath,11,0
Camille,Syndra,11,0
Aphelios,Jax,11,0
Camille,Jax,11,0
Kai'Sa,Lux,11,0
Lulu,Volibear,11,0
Lux,Vayne,11,0
Rumble,Volibear,11,0
Cho'Gath,Ornn,11,0
Cho'Gath,Vi,11,0
Malphite,Vayne,11,0
Ornn,Shyvana,11,0
Shyvana,Viktor,11,0
Ahri,Soraka,11,0
Seraphine,Soraka,11,0
Aurora,Thresh,11,0
Braum,Pyke,11,0
Darius,Jarvan IV,11,0
Darius,Viktor,11,0
Ezreal,Mordekaiser,11,0
Galio,Thresh,11,0
Jarvan IV,Mordekaiser,11,0
Kai'Sa,Thresh,11,0
Mel,Thresh,11,0
Milio,Viego,11,0
Mordekaiser,Xin Zhao,11,0
Nami,Renata Glasc,11,0
Nautilus,Veigar,11,0
Orianna,Viego,11,0
Renata Glasc,Sylas,11,0
Akali,Shyvana,11,0
Brand,Jarvan IV,11,0
Brand,Pantheon,11,0
Brand,Ryze,11,0
Brand,Seraphine,11,0
Brand,Varus,11,0
Caitlyn,Zyra,11,0
K'Sante,Zyra,11,0
Corki,Nidalee,11,0
Jhin,Nidalee,11,0
Nidalee,Rumble,11,0
Nidalee,Sivir,11,0
Galio,Irelia,11,0
Irelia,Nami,11,0
Brand,Sion,11,0
Brand,Viktor,11,0
Leona,Maokai,11,0
Lux,Taliyah,11,0
Akali,Kog'Maw,11,0
Rell,Yuumi,11,0
Azir,Yasuo,11,0
Fiora,Pantheon,11,0
Kindred,Nautilus,11,0
Renata Glasc,Yorick,11,0
Aatrox,Kog'Maw,11,0
Kennen,Zaahen,11,0
Maokai,Olaf,11,0
Aatrox,Lux,11,0
Malzahar,Nautilus,11,0
Qiyana,Wukong,11,0
Ashe,Elise,11,0
Camille,LeBlanc,11,0
Cassiopeia,Elise,11,0
Elise,Jhin,11,0
Elise,Nautilus,11,0
Elise,Orianna,11,0
Elise,Pantheon,11,0
Elise,Renekton,11,0
Elise,Varus,11,0
Elise,Vi,11,0
Jayce,Nidalee,11,0
Maokai,Poppy,11,0
Nidalee,Wukong,11,0
Rakan,Zoe,11,0
Azir,Braum,11,0
Jhin,Zyra,11,0
Kalista,Zaahen,11,0
Lucian,Zyra,11,0
Ornn,Yuumi,11,0
LeBlanc,Yasuo,11,0
Mel,Yasuo,11,0
Olaf,Smolder,11,0
Sion,Soraka,11,0
Nautilus,Zed,11,0
Shen,Smolder,11,0
Kennen,Syndra,11,0
Poppy,Smolder,11,0
Anivia,Shyvana,11,0
Nasus,Sion,11,0
Shyvana,Taliyah,11,0
Alistar,Irelia,11,0
Ambessa,Qiyana,11,0
Ashe,Kha'Zix,11,0
Cassiopeia,Kha'Zix,11,0
Gnar,Kha'Zix,11,0
Irelia,Leona,11,0
Irelia,Xayah,11,0
Kalista,Yorick,11,0
Kha'Zix,Naafiri,11,0
Kha'Zix,Rakan,11,0
Lee Sin,Zyra,11,0
Malphite,Yuumi,11,0
Naafiri,Zyra,11,0
Qiyana,Varus,11,0
Smolder,Zeri,11,0
Aatrox,Gragas,11,0
Akali,Blitzcrank,11,0
Blitzcrank,Pantheon,11,0
Blitzcrank,Trundle,11,0
Kog'Maw,Ornn,11,0
Blitzcrank,Naafiri,11,0
Blitzcrank,Rell,11,0
Blitzcrank,Rumble,11,0
Draven,Jayce,11,0
Draven,Xin Zhao,11,0
Dr. Mundo,Galio,11,0
Camille,Olaf,11,0
Aurora,Kha'Zix,11,0
Aphelios,LeBlanc,11,0
Camille,Tristana,11,0
Poppy,Tristana,11,0
Akali,Zoe,11,0
Alistar,Zoe,11,0
Anivia,Zoe,11,0
Aphelios,Gwen,11,0
Irelia,Mel,11,0
Alistar,Yasuo,11,0
Lee Sin,Yasuo,11,0
Yasuo,Zaahen,11,0
Gwen,Poppy,11,0
Dr. Mundo,Mel,11,0
Dr. Mundo,Yone,11,0
Gnar,Nasus,11,0
Malphite,Olaf,11,0
Aphelios,Shen,11,0
Taliyah,Zoe,11,0
Vi,Zoe,11,0
Olaf,Ziggs,11,0
Aurora,Fiora,11,0
Kennen,Rakan,11,0
Gwen,Kalista,11,0
Ahri,Draven,11,0
Alistar,Kennen,11,0
Senna,Shyvana,10,10
Kog'Maw,Senna,10,8
Dr. Mundo,Senna,10,8
Senna,Yuumi,10,7
Nocturne,Zyra,10,2
Ambessa,Tahm Kench,10,0
Aphelios,Braum,10,0
Aphelios,Jinx,10,0
Aphelios,Sejuani,10,0
Gragas,Tristana,10,0
Lee Sin,Viego,10,0
Lissandra,Ornn,10,0
Nami,Viego,10,0
Ornn,Viego,10,0
Syndra,Viego,10,0
Camille,Smolder,10,0
Cho'Gath,Rakan,10,0
Ahri,Volibear,10,0
Caitlyn,Volibear,10,0
Milio,Volibear,10,0
Volibear,Wukong,10,0
Bard,Cho'Gath,10,0
Cho'Gath,Sivir,10,0
Neeko,Shyvana,10,0
Ezreal,Soraka,10,0
Pantheon,Soraka,10,0
Anivia,Thresh,10,0
Ashe,Darius,10,0
Cho'Gath,Sylas,10,0
Gragas,LeBlanc,10,0
Gragas,Sylas,10,0
Jax,Malphite,10,0
Jax,Renata Glasc,10,0
LeBlanc,Renata Glasc,10,0
Lee Sin,Thresh,10,0
Lissandra,Taliyah,10,0
Lissandra,Vayne,10,0
Malphite,Pyke,10,0
Mel,Renata Glasc,10,0
Thresh,Xayah,10,0
Varus,Viego,10,0
Veigar,Wukong,10,0
Vi,Viego,10,0
Akali,Thresh,10,0
Akali,Yasuo,10,0
Bard,Zyra,10,0
Brand,Gnar,10,0
Brand,K'Sante,10,0
Brand,Rell,10,0
Galio,Yasuo,10,0
Pantheon,Zyra,10,0
Rell,Zyra,10,0
Ryze,Zyra,10,0
Annie,Nidalee,10,0
Aurora,Nidalee,10,0
Azir,Lissandra,10,0
Corki,Lux,10,0
Gnar,Nidalee,10,0
Lee Sin,Nidalee,10,0
Lissandra,Olaf,10,0
Lissandra,Shen,10,0
Lucian,Nidalee,10,0
Lulu,Nidalee,10,0
Lux,Olaf,10,0
Naafiri,Nidalee,10,0
Neeko,Nidalee,10,0
Nidalee,Vi,10,0
Olaf,Rek'Sai,10,0
Rek'Sai,Shen,10,0
Rek'Sai,Vayne,10,0
Irelia,LeBlanc,10,0
Aurora,Brand,10,0
Brand,Cassiopeia,10,0
Brand,Naafiri,10,0
Malphite,Maokai,10,0
Lux,Sylas,10,0
Miss Fortune,Yuumi,10,0
Jinx,Yuumi,10,0
Kog'Maw,Shen,10,0
Maokai,Yuumi,10,0
Fiora,Karma,10,0
Fiora,Rakan,10,0
Jarvan IV,Kindred,10,0
Orianna,Yasuo,10,0
Smolder,Yasuo,10,0
Sylas,Yasuo,10,0
Syndra,Yasuo,10,0
Vayne,Yasuo,10,0
Xayah,Yasuo,10,0
Aatrox,Renata Glasc,10,0
Olaf,Poppy,10,0
Aatrox,Aphelios,10,0
Aatrox,Irelia,10,0
Aatrox,Thresh,10,0
Annie,Thresh,10,0
Corki,Kennen,10,0
Kog'Maw,Twisted Fate,10,0
Lulu,Thresh,10,0
Sivir,Thresh,10,0
Skarner,Thresh,10,0
Alistar,Qiyana,10,0
Jarvan IV,Malzahar,10,0
Malzahar,Wukong,10,0
Nami,Volibear,10,0
Qiyana,Xayah,10,0
Ahri,Elise,10,0
Ahri,Nidalee,10,0
Anivia,Elise,10,0
Aurora,Elise,10,0
Elise,Ryze,10,0
Elise,Trundle,10,0
Kog'Maw,Xayah,10,0
Ambessa,Zyra,10,0
Azir,Irelia,10,0
Braum,Zeri,10,0
Jinx,Kalista,10,0
Jinx,Zeri,10,0
Milio,Zyra,10,0
Aatrox,Yasuo,10,0
Brand,Nami,10,0
Jayce,Yasuo,10,0
Leona,Yuumi,10,0
Lucian,Yasuo,10,0
Milio,Yasuo,10,0
Nami,Yasuo,10,0
Soraka,Varus,10,0
Jarvan IV,Zed,10,0
Rumble,Zed,10,0
Viktor,Zed,10,0
Xin Zhao,Zed,10,0
Gragas,Gwen,10,0
Gragas,Shen,10,0
Viktor,Volibear,10,0
Renekton,Viego,10,0
Ambessa,Nasus,10,0
Ezreal,Kindred,10,0
Jayce,Shyvana,10,0
Kindred,Rumble,10,0
Kindred,Seraphine,10,0
Kindred,Sion,10,0
Kindred,Wukong,10,0
Leona,Nasus,10,0
Nami,Nasus,10,0
Nasus,Rakan,10,0
Nasus,Rumble,10,0
Nasus,Ryze,10,0
Nasus,Trundle,10,0
Nasus,Yunara,10,0
Camille,Irelia,10,0
Camille,Kalista,10,0
Jayce,Zyra,10,0
Jinx,Renata Glasc,10,0
Kha'Zix,Neeko,10,0
Kha'Zix,Varus,10,0
Malphite,Zeri,10,0
Xayah,Yuumi,10,0
Amumu,Nautilus,10,0
Shyvana,Smolder,10,0
Shyvana,Sylas,10,0
Dr. Mundo,Twisted Fate,10,0
Dr. Mundo,Yorick,10,0
Dr. Mundo,Zeri,10,0
Vayne,Zeri,10,0
Cho'Gath,Rell,10,0
Dr. Mundo,Malphite,10,0
Dr. Mundo,Miss Fortune,10,0
Gragas,Miss Fortune,10,0
Blitzcrank,Jhin,10,0
Draven,Ezreal,10,0
Draven,Lulu,10,0
Draven,Viktor,10,0
Camille,Gwen,10,0
LeBlanc,Zeri,10,0
Lee Sin,Zoe,10,0
Anivia,Kha'Zix,10,0
Annie,Kha'Zix,10,0
Azir,Renata Glasc,10,0
Blitzcrank,Braum,10,0
Camille,Rek'Sai,10,0
Jax,Rek'Sai,10,0
Kalista,Miss Fortune,10,0
Kalista,Tristana,10,0
Kha'Zix,Renekton,10,0
Poppy,Zeri,10,0
Jarvan IV,Xerath,10,0
Nautilus,Xerath,10,0
Seraphine,Xerath,10,0
Sion,Xerath,10,0
Annie,Zoe,10,0
Miss Fortune,Zoe,10,0
Zaahen,Zoe,10,0
Irelia,Sylas,10,0
Dr. Mundo,Jinx,10,0
Braum,Ziggs,10,0
Gwen,Kennen,10,0
Kennen,Naafiri,10,0
Ezreal,Vladimir,10,0
Ezreal,Xerath,10,0
Nasus,Rell,10,0
Nasus,Viktor,10,0
Qiyana,Sivir,10,0
Corki,Zoe,10,0
Galio,Zoe,10,0
Qiyana,Trundle,10,0
Bard,Fiora,10,0
Fiora,Viktor,10,0
Draven,Seraphine,10,0
Fiora,K'Sante,10,0
Aphelios,Miss Fortune,10,0
Ashe,Fiora,10,0
Ashe,Draven,10,0
Renata Glasc,Senna,9,6
Nocturne,Tahm Kench,9,3
Cho'Gath,Nocturne,9,3
Nasus,Nocturne,9,3
Nocturne,Volibear,9,2
Elise,Nocturne,9,2
Nocturne,Viego,9,1
Nidalee,Nocturne,9,1
Akali,Viego,9,0
Ambessa,Viego,9,0
Galio,Lissandra,9,0
Gnar,Tahm Kench,9,0
Jinx,Tristana,9,0
Kai'Sa,Lissandra,9,0
Lissandra,Zaahen,9,0
Nautilus,Tahm Kench,9,0
Ornn,Tahm Kench,9,0
Sejuani,Syndra,9,0
Sivir,Tahm Kench,9,0
Viego,Yunara,9,0
Cho'Gath,Smolder,9,0
Cho'Gath,Syndra,9,0
Aurora,Volibear,9,0
K'Sante,Volibear,9,0
Lucian,Volibear,9,0
Nautilus,Volibear,9,0
Orianna,Volibear,9,0
Ryze,Volibear,9,0
Syndra,Volibear,9,0
Alistar,Shyvana,9,0
Aurora,Cho'Gath,9,0
Cassiopeia,Cho'Gath,9,0
Cho'Gath,Lucian,9,0
Cho'Gath,Milio,9,0
Cho'Gath,Ryze,9,0
Cho'Gath,Skarner,9,0
Cho'Gath,Xayah,9,0
Shyvana,Vayne,9,0
Ashe,Soraka,9,0
Bard,Soraka,9,0
Nautilus,Soraka,9,0
Ryze,Soraka,9,0
Soraka,Sylas,9,0
Soraka,Yunara,9,0
Ahri,Darius,9,0
Alistar,Thresh,9,0
Ashe,Viego,9,0
Braum,Kalista,9,0
Braum,Thresh,9,0
Cho'Gath,Kai'Sa,9,0
Cho'Gath,Leona,9,0
Corki,Thresh,9,0
Darius,Ezreal,9,0
Darius,Nautilus,9,0
Darius,Seraphine,9,0
Darius,Xin Zhao,9,0
Gragas,Yone,9,0
Jax,Kalista,9,0
Jax,Thresh,9,0
Kai'Sa,Renata Glasc,9,0
Kalista,Pyke,9,0
Kalista,Smolder,9,0
Leona,Viego,9,0
Lissandra,Mel,9,0
Lissandra,Rakan,9,0
Lissandra,Xayah,9,0
Malphite,Thresh,9,0
Mordekaiser,Seraphine,9,0
Mordekaiser,Varus,9,0
Mordekaiser,Viktor,9,0
Akali,Brand,9,0
Bard,Brand,9,0
Brand,Wukong,9,0
Galio,Shyvana,9,0
Neeko,Zyra,9,0
Rakan,Shyvana,9,0
Rakan,Zyra,9,0
Rek'Sai,Yone,9,0
Rell,Shyvana,9,0
Anivia,Nidalee,9,0
Azir,Lux,9,0
Cassiopeia,Nidalee,9,0
K'Sante,Nidalee,9,0
Milio,Nidalee,9,0
Nidalee,Trundle,9,0
Brand,Jayce,9,0
Brand,Leona,9,0
Brand,Orianna,9,0
Brand,Skarner,9,0
Brand,Smolder,9,0
Gwen,Kog'Maw,9,0
Kog'Maw,Syndra,9,0
Ahri,Vladimir,9,0
Fiora,Hwei,9,0
Fiora,Jarvan IV,9,0
Fiora,Nautilus,9,0
Gnar,Kindred,9,0
Gnar,Vladimir,9,0
Jarvan IV,Vladimir,9,0
Karma,Vladimir,9,0
Kindred,Xin Zhao,9,0
Lulu,Vladimir,9,0
Nautilus,Vladimir,9,0
Ornn,Yasuo,9,0
Rakan,Vladimir,9,0
Olaf,Renata Glasc,9,0
Aatrox,Kennen,9,0
Galio,Kog'Maw,9,0
Irelia,Kog'Maw,9,0
Kai'Sa,Kog'Maw,9,0
Thresh,Twisted Fate,9,0
Thresh,Yorick,9,0
Gnar,Volibear,9,0
Jarvan IV,Volibear,9,0
Malzahar,Seraphine,9,0
Pantheon,Volibear,9,0
Qiyana,Sylas,9,0
Qiyana,Twisted Fate,9,0
